0.000000000000000000e+00,4.999594721469324266e-01,1.317757951137319195e+00,nan,nan,-9.450351145642673645e-01,5.205934144972861333e-01,8.028461285811787640e-01
1.000000000000000056e-01,4.857152137373345613e-01,1.325833317860938942e+00,nan,nan,-7.356481444731375330e-01,7.374176577280686651e-01,1.015587514112725742e+00
2.000000000000000111e-01,4.711054635079737762e-01,1.333922412139477931e+00,nan,nan,-5.871585554602043455e-01,9.768030804613818674e-01,1.197851880965121296e+00
3.000000000000000444e-01,4.561412150288403078e-01,1.342025100882255018e+00,nan,nan,-4.946462442639434354e-01,1.213253584897997062e+00,1.394703578623272655e+00
4.000000000000000222e-01,4.408337286233774410e-01,1.350141250774918644e+00,nan,nan,-4.410483694078450312e-01,1.514473978177251157e+00,1.591708107162535413e+00
5.000000000000000000e-01,4.251945228952940803e-01,1.358270728281638640e+00,nan,nan,-4.470808552203457409e-01,1.802905012758370340e+00,1.763947896916080005e+00
6.000000000000000888e-01,4.092353660610253407e-01,1.366413399647305349e+00,1.545409774851620899e+00,4.822017780879660265e+00,-4.921184146675631199e-01,2.033170194754213345e+00,1.907734581362499071e+00
7.000000000000000666e-01,3.929682670943656086e-01,1.374569130899728098e+00,nan,nan,-5.765023861360487611e-01,2.274063712588556108e+00,2.071000640467740794e+00
8.000000000000000444e-01,3.764054666899347423e-01,1.382737787851842093e+00,nan,nan,-7.205424693443054363e-01,2.537599326324261995e+00,2.240535437768038207e+00
9.000000000000000222e-01,3.595594280522793618e-01,1.390919236103912882e+00,-2.946296770879745175e+00,1.855209767805959808e+00,-8.910394628573984344e-01,2.752919628515275718e+00,2.382266135579037325e+00
1.000000000000000000e+00,3.424428275175390168e-01,1.399113341045750802e+00,nan,nan,-1.114448187595667550e+00,2.964972577835040646e+00,2.545659082856765565e+00
1.100000000000000089e+00,3.250685450147351996e-01,1.407319967858925658e+00,-1.697825862573745681e+00,4.261441779414771425e+00,-1.384223869430232901e+00,3.147930032662491939e+00,2.687861831405246704e+00
1.200000000000000178e+00,3.074496543738602372e-01,1.415538981518978501e+00,nan,nan,-1.644394698404262334e+00,3.274806181439749775e+00,2.813809195946411990e+00
1.300000000000000044e+00,2.895994134880587878e-01,1.423770246797653849e+00,nan,nan,-1.911313277943545774e+00,3.365571883902427341e+00,2.953381470238205964e+00
1.400000000000000133e+00,2.715312543373061271e-01,1.432013628265116578e+00,-3.008299165525503138e+00,3.311547862739981252e+00,-2.188842117274684806e+00,3.418431551399145452e+00,3.069614871383743449e+00
1.500000000000000000e+00,2.532587728810883898e-01,1.440268990292183471e+00,nan,nan,-2.494139924259387353e+00,3.440444238045070158e+00,-3.094088702676065950e+00
1.600000000000000089e+00,2.347957188276918183e-01,1.448536197052553431e+00,nan,nan,-2.818029081800579760e+00,3.425046639457144160e+00,-2.987023492075846054e+00
1.700000000000000178e+00,2.161559852877981136e-01,1.456815112525043254e+00,nan,nan,-3.118983071123007988e+00,3.378154393508339570e+00,-2.914614650845150035e+00
1.800000000000000044e+00,1.973535983201733235e-01,1.465105600495824945e+00,nan,nan,-3.418127378539982164e+00,3.309064642285697300e+00,-2.812945160824441793e+00
1.900000000000000133e+00,1.784027063773145350e-01,1.473407524560667037e+00,nan,nan,-3.719156365597663605e+00,3.206409429340788542e+00,-2.737988453284914581e+00
2.000000000000000000e+00,1.593175696589983759e-01,1.481720748127178355e+00,nan,nan,-4.022216393724874273e+00,3.076988193799796267e+00,-2.668335598095971761e+00
2.100000000000000089e+00,1.401125493817404755e-01,1.490045134417056660e+00,nan,nan,-4.283985957268372502e+00,2.942943807982324245e+00,-2.601941849376740112e+00
2.200000000000000178e+00,1.208020969722437554e-01,1.498380546468337959e+00,nan,nan,-4.547659510037330044e+00,2.785015200654401557e+00,-2.560882486815846626e+00
2.300000000000000266e+00,1.014007431929631886e-01,1.506726847137650038e+00,-3.239088159904627950e+00,5.167451367277211993e+00,-4.787824962806507045e+00,2.627422491395024817e+00,-2.514779378569420132e+00
2.400000000000000355e+00,8.192308720797292221e-02,1.515083899102469989e+00,nan,nan,-5.063081394197268104e+00,2.428069338714742287e+00,-2.483468671318144860e+00
2.500000000000000000e+00,6.238378559736212220e-02,1.523451564863381735e+00,nan,nan,-5.302819675489820916e+00,2.242726891032679859e+00,-2.452901117273170062e+00
2.600000000000000089e+00,4.279754132842640557e-02,1.531829706746340003e+00,nan,nan,-5.560224361537176918e+00,2.030847128663384460e+00,-2.397349823623720066e+00
2.700000000000000178e+00,2.317909269195368716e-02,1.540218186904934505e+00,nan,nan,-5.786202209597843371e+00,1.822744116196256314e+00,-2.384321388786045048e+00
2.800000000000000266e+00,3.543202211929780653e-03,1.548616867322658353e+00,nan,nan,-6.013093506258213594e+00,1.608270325356621733e+00,-2.395115546928377803e+00
2.900000000000000355e+00,-1.609535446299105443e-02,1.557025609815179124e+00,nan,nan,-6.264871578320690304e+00,1.375366130617784455e+00,-2.401836453295532081e+00
3.000000000000000000e+00,-3.572179967789147065e-02,1.565444276032611715e+00,-7.980724121035687624e+00,-2.565981012000306372e+00,-6.494145662520278250e+00,1.166120841335005487e+00,-2.397425798554710052e+00
3.100000000000000089e+00,-5.532136489150673436e-02,1.573872727461794740e+00,nan,nan,-6.765804284828716320e+00,9.159885412304087371e-01,-2.456305428728160933e+00
3.200000000000000178e+00,-7.487930178928169089e-02,1.582310825428570045e+00,nan,nan,-6.999413225202991029e+00,7.250263791909286049e-01,-2.482200549409828927e+00
3.300000000000000266e+00,-9.438089338120764227e-02,1.590758431100066206e+00,nan,nan,-7.252503092151274089e+00,5.288484973097944408e-01,-2.493827076684295374e+00
3.400000000000000355e+00,-1.138114650760887192e-01,1.599215405486974273e+00,-7.586581040218790761e+00,2.166849504841718010e-01,-7.513143524958945996e+00,3.316258821630061471e-01,-2.543073052680460577e+00
