0.000000000000000000e+00,-8.130767275662481586e-01,5.714223799603718845e+00,nan,nan,1.024765790400631538e+00,6.391231247294026918e-01,-9.087235749165962773e-01
1.000000000000000056e-01,-8.132244676656640303e-01,5.714181659127834934e+00,5.640395289542816659e-01,-1.593250959159932423e+00,1.766802295413042234e+00,-3.128995816964469379e-01,-2.413327426049196589e+00
2.000000000000000111e-01,-8.133708080341924829e-01,5.714137124740100937e+00,nan,nan,8.830666263260991133e-01,-1.101013510357810254e+00,2.152129576876253836e+00
3.000000000000000444e-01,-8.135157484199510014e-01,5.714090196477832784e+00,nan,nan,2.454674778484237097e-01,-1.306547078020583452e-01,5.734299834609970503e-01
4.000000000000000222e-01,-8.136592885734663660e-01,5.714040874380352797e+00,nan,nan,1.241651454289847134e+00,5.126992273705612835e-01,-1.111349912648665228e+00
5.000000000000000000e-01,-8.138014282476759842e-01,5.713989158488992359e+00,nan,nan,1.768366656448004948e+00,-5.518891623192638818e-01,-2.799750609162833470e+00
6.000000000000000888e-01,-8.139421671979272244e-01,5.713935048847083920e+00,nan,nan,6.368632218580845272e-01,-9.544902715097278723e-01,1.930665053645547857e+00
7.000000000000000666e-01,-8.140815051819788595e-01,5.713878545499970762e+00,nan,nan,2.194993676462313470e-01,1.547736237213059862e-01,3.884347504841727527e-01
8.000000000000000444e-01,-8.142194419600008448e-01,5.713819648494997239e+00,nan,nan,1.337455115812848927e+00,6.122705924108058362e-01,-1.377894632766622385e+00
9.000000000000000222e-01,-8.143559772945745401e-01,5.713758357881515870e+00,nan,nan,1.575416166376458538e+00,-6.059774327169582531e-01,-2.853324432203714345e+00
1.000000000000000000e+00,-8.144911109506942637e-01,5.713694673710886462e+00,nan,nan,4.018743727578752978e-01,-9.539651579187088393e-01,1.903915770779516237e+00
1.100000000000000089e+00,-8.146248426957661826e-01,5.713628596036470775e+00,nan,nan,8.297057450832145964e-03,1.834953962902549085e-01,4.256001684924148876e-01
1.200000000000000178e+00,-8.147571722996098664e-01,5.713560124913638738e+00,nan,nan,1.099026583624354236e+00,6.779301266825361605e-01,-1.257135143601579186e+00
1.300000000000000044e+00,-8.148880995344580658e-01,5.713489260399764902e+00,4.464573383247627536e-01,-2.291317500692064080e+00,1.479199802028382305e+00,-4.941087509735651029e-01,-2.963731595305635125e+00
1.400000000000000133e+00,-8.150176241749576000e-01,5.713416002554230211e+00,nan,nan,3.210462963265474645e-01,-7.022991398896166748e-01,1.613048461594471128e+00
1.500000000000000000e+00,-8.151457459981689135e-01,5.713340351438420228e+00,nan,nan,2.713092786452777072e-01,4.741483187155578483e-01,3.789019092788059595e-02
1.600000000000000089e+00,-8.152724647835676297e-01,5.713262307115726024e+00,nan,nan,1.462282012698873590e+00,5.192961107921819641e-01,-1.458236734524104516e+00
1.700000000000000178e+00,-8.153977803130437740e-01,5.713181869651544176e+00,nan,nan,1.596151427718082605e+00,-6.649972413173054209e-01,-3.119718023060096268e+00
