0.000000000000000000e+00,-9.759674974955787410e-03,3.034979169675219968e+00,nan,nan,nan,nan,nan
1.000000000000000056e-01,-9.851725082481169876e-03,2.989539683359295097e+00,nan,nan,nan,nan,nan
2.000000000000000111e-01,-9.941973463753164125e-03,2.944030345362614653e+00,nan,nan,nan,nan,nan
3.000000000000000444e-01,-1.003040361375600112e-02,2.898463813045788040e+00,nan,nan,nan,nan,nan
4.000000000000000222e-01,-1.011699935999993416e-02,2.852852759676694383e+00,nan,nan,nan,nan,nan
5.000000000000000000e-01,-1.020174486547894763e-02,2.807209870905704285e+00,nan,nan,nan,nan,nan
6.000000000000000888e-01,-1.028462463156708077e-02,2.761547841237459888e+00,nan,nan,nan,nan,nan
7.000000000000000666e-01,-1.036562350085289824e-02,2.715879370500199563e+00,nan,nan,nan,nan,nan
8.000000000000000444e-01,-1.044472665991154174e-02,2.670217160313595350e+00,nan,nan,nan,nan,nan
9.000000000000000222e-01,-1.052191964201385638e-02,2.624573910556091239e+00,nan,nan,nan,nan,nan
1.000000000000000000e+00,-1.059718832977215100e-02,2.578962315832731278e+00,nan,nan,nan,nan,nan
1.100000000000000089e+00,-1.067051895772203919e-02,2.533395061944450521e+00,3.930065075557544474e-01,1.192921255430360894e+01,nan,nan,nan
1.200000000000000178e+00,-1.074189811483992202e-02,2.487884822359814230e+00,nan,nan,nan,nan,nan
1.300000000000000044e+00,-1.081131274699566151e-02,2.442444254690190331e+00,nan,nan,nan,nan,nan
1.400000000000000133e+00,-1.087875015933997130e-02,2.397085997169329463e+00,nan,nan,nan,nan,nan
1.500000000000000000e+00,-1.094419801862610807e-02,2.351822665138332269e+00,nan,nan,nan,nan,nan
1.600000000000000089e+00,-1.100764435546543185e-02,2.306666847536991583e+00,nan,nan,nan,nan,nan
1.700000000000000178e+00,-1.106907756651641372e-02,2.261631103402470089e+00,nan,nan,nan,nan,nan
1.800000000000000044e+00,-1.112848641660671434e-02,2.216727958376293994e+00,nan,nan,nan,nan,nan
1.900000000000000133e+00,-1.118586004078790490e-02,2.171969901220644594e+00,nan,nan,nan,nan,nan
2.000000000000000000e+00,-1.124118794632251832e-02,2.127369380344895422e+00,nan,nan,nan,nan,nan
2.100000000000000089e+00,-1.129446001460298818e-02,2.082938800343378638e+00,4.911067208867110345e+00,1.708562080509924641e+01,nan,nan,nan
2.200000000000000178e+00,-1.134566650300219103e-02,2.038690518545337227e+00,nan,nan,nan,nan,nan
2.300000000000000266e+00,-1.139479804665522074e-02,1.994636841578024233e+00,nan,nan,nan,nan,nan
2.400000000000000355e+00,-1.144184566017207583e-02,1.950790021943895614e+00,6.266110707768268284e+00,1.728515679376329928e+01,nan,nan,nan
2.500000000000000000e+00,-1.148680073928094042e-02,1.907162254612868368e+00,6.156783870059443053e+00,1.755711533389534651e+01,nan,nan,nan
2.600000000000000089e+00,-1.152965506240178316e-02,1.863765673630572550e+00,nan,nan,nan,nan,nan
2.700000000000000178e+00,-1.157040079214994091e-02,1.820612348743546161e+00,nan,nan,nan,nan,nan
2.800000000000000266e+00,-1.160903047676946527e-02,1.777714282042323068e+00,nan,nan,nan,nan,nan
2.900000000000000355e+00,-1.164553705149592305e-02,1.735083404623325887e+00,nan,nan,nan,nan,nan
3.000000000000000000e+00,-1.167991383984844436e-02,1.692731573270511936e+00,7.163832904009671765e+00,1.729315547630179140e+01,nan,nan,nan
3.100000000000000089e+00,-1.171215455485072506e-02,1.650670567157686008e+00,nan,nan,nan,nan,nan
3.200000000000000178e+00,-1.174225330018084136e-02,1.608912084572398316e+00,nan,nan,nan,nan,nan
3.300000000000000266e+00,-1.177020457124957134e-02,1.567467739662336657e+00,9.660244062348169791e+00,2.075947412168967787e+01,nan,nan,nan
3.400000000000000355e+00,-1.179600325620711911e-02,1.526349059205123870e+00,nan,nan,nan,nan,nan
3.500000000000000000e+00,-1.181964463687797291e-02,1.485567479402413849e+00,nan,nan,nan,nan,nan
3.600000000000000089e+00,-1.184112438962380345e-02,1.445134342699176067e+00,nan,nan,nan,nan,nan
3.700000000000000178e+00,-1.186043858613417337e-02,1.405060894629062807e+00,8.240225400168410985e+00,1.811610057566237231e+01,nan,nan,nan
3.800000000000000266e+00,-1.187758369414497299e-02,1.365358280686724823e+00,nan,nan,nan,nan,nan
3.900000000000000355e+00,-1.189255657808441918e-02,1.326037543227952531e+00,nan,nan,nan,nan,nan
4.000000000000000000e+00,-1.190535449964649078e-02,1.287109618398498911e+00,nan,nan,nan,nan,nan
4.100000000000000533e+00,-1.191597511829173110e-02,1.248585333092451011e+00,nan,nan,nan,nan,nan
4.200000000000000178e+00,-1.192441649167529788e-02,1.210475401940979800e+00,nan,nan,nan,nan,nan
4.299999999999999822e+00,-1.193067707600217395e-02,1.172790424332313730e+00,nan,nan,nan,nan,nan
